event_id,cell_id,condition,position,actor_id,generation_seed,probability,reason,attempts,elapsed_seconds,prompt_tokens,output_tokens
80,prior_0.6_signals_11101,central_compact,1,central_compact_analyst,382979767,0.67,Signal increases probability slightly.,1,5.209359199972823,306,17
80,prior_0.6_signals_11101,central_compact,2,central_compact_analyst,2095256927,0.61,New signal slightly lowers probability,1,5.635965800029226,334,17
80,prior_0.6_signals_11101,central_compact,3,central_compact_analyst,923016916,0.67,Signal increases probability from 0.61 to 0.67.,1,7.046894300030544,363,28
80,prior_0.6_signals_11101,central_compact,4,central_compact_analyst,2037288357,0.69,Signal slightly increases probability,1,6.492740600020625,392,16
80,prior_0.6_signals_11101,central_compact,5,central_compact_analyst,495367840,0.73,Signal increases probability due to reliability,1,7.116727400105447,420,18
80,prior_0.6_signals_11101,market,1,agent_3,382979767,0.72,Signal increases probability by 12%,1,5.506403899984434,314,20
80,prior_0.6_signals_11101,market,2,agent_4,2095256927,0.58,Signal reduces confidence in NO.,1,5.8326607999624684,342,18
80,prior_0.6_signals_11101,market,3,agent_5,923016916,0.66,Signal updates prior with reliability,1,6.154977999976836,371,17
80,prior_0.6_signals_11101,market,4,agent_1,2037288357,0.62,Signal slightly lowers confidence,1,6.555441200034693,400,16
80,prior_0.6_signals_11101,market,5,agent_2,495367840,0.67,Signal increases probability slightly,1,7.048942800029181,428,16
80,prior_0.6_signals_11101,central_full,1,central_full_analyst,382979767,0.72,Signal increases probability from prior,1,5.339708099956624,293,17
80,prior_0.6_signals_11101,central_full,2,central_full_analyst,2095256927,0.58,Balances conflicting signals with reliability weights,1,5.367667799931951,315,19
80,prior_0.6_signals_11101,central_full,3,central_full_analyst,923016916,0.59,Signals update prior with mixed reliability,1,5.57299969997257,335,18
80,prior_0.6_signals_11101,central_full,4,central_full_analyst,2037288357,0.58,Signals balance with higher reliability NO outweighing YES.,1,6.2500312000047415,355,22
80,prior_0.6_signals_11101,central_full,5,central_full_analyst,495367840,0.67,More YES signals outweigh NO signal.,1,6.252551299985498,374,19
81,prior_0.7_signals_10011,market,1,agent_4,796824937,0.81,Signal increases probability due to reliability,1,5.264180999947712,313,18
81,prior_0.7_signals_10011,market,2,agent_5,1190155558,0.86,Signal increases probability by 0.15,1,6.113649799954146,342,21
81,prior_0.7_signals_10011,market,3,agent_1,1171915052,0.86,Signal reliability adjusts posterior slightly.,1,6.263768299948424,371,18
81,prior_0.7_signals_10011,market,4,agent_2,856307067,0.76,Signal reduces confidence in NO.,1,6.740171300014481,399,18
81,prior_0.7_signals_10011,market,5,agent_3,61559336,0.66,Signal weakens public probability,1,7.144430499989539,428,17
81,prior_0.7_signals_10011,central_full,1,central_full_analyst,796824937,0.76,Signal increases prior by 0.06,1,5.493066199938767,292,21
81,prior_0.7_signals_10011,central_full,2,central_full_analyst,1190155558,0.81,Two reliable signals support YES.,1,5.2756679999874905,315,18
81,prior_0.7_signals_10011,central_full,3,central_full_analyst,1171915052,0.84,Multiple reliable signals support YES.,1,5.568325400003232,335,18
81,prior_0.7_signals_10011,central_full,4,central_full_analyst,856307067,0.76,Multiple signals update prior with reliability weights.,1,6.049659100011922,354,20
81,prior_0.7_signals_10011,central_full,5,central_full_analyst,61559336,0.68,Multiple signals balance toward YES and NO with moderate reliability.,1,6.6054567999672145,374,23
81,prior_0.7_signals_10011,central_compact,1,central_compact_analyst,796824937,0.76,Signal increases probability by 6%.,1,5.514067100011744,305,20
81,prior_0.7_signals_10011,central_compact,2,central_compact_analyst,1190155558,0.81,Signal increases probability from 0.76 to 0.81.,1,6.609986299998127,334,28
81,prior_0.7_signals_10011,central_compact,3,central_compact_analyst,1171915052,0.82,Signal slightly increases probability,1,6.0138287000590935,363,16
81,prior_0.7_signals_10011,central_compact,4,central_compact_analyst,856307067,0.76,Signal NO updates probability,1,6.402490200009197,391,16
81,prior_0.7_signals_10011,central_compact,5,central_compact_analyst,61559336,0.69,New signal slightly lowers probability,1,7.002514600055292,420,17
82,prior_0.5_signals_10110,central_full,1,central_full_analyst,1917392627,0.44,Signal NO reduces probability from prior.,1,5.357206300017424,293,19
82,prior_0.5_signals_10110,central_full,2,central_full_analyst,944080550,0.56,Combining signals with prior updates.,1,5.394001400098205,316,19
82,prior_0.5_signals_10110,central_full,3,central_full_analyst,1219666600,0.48,Signals suggest a higher NO likelihood.,1,5.665054899989627,335,19
82,prior_0.5_signals_10110,central_full,4,central_full_analyst,588177881,0.54,Signals balance with higher reliability NO and YES signals.,1,6.280799700063653,355,22
82,prior_0.5_signals_10110,central_full,5,central_full_analyst,1874263830,0.62,More reliable signals lean toward YES.,1,6.286380400066264,374,19
82,prior_0.5_signals_10110,central_compact,1,central_compact_analyst,1917392627,0.4286,Signal NO reduces probability,1,5.284919700003229,306,18
82,prior_0.5_signals_10110,central_compact,2,central_compact_analyst,944080550,0.4762,Signal increases probability slightly,1,5.82322669995483,339,18
82,prior_0.5_signals_10110,central_compact,3,central_compact_analyst,1219666600,0.4444,Signal NO updates probability,1,6.2884309000801295,371,18
82,prior_0.5_signals_10110,central_compact,4,central_compact_analyst,588177881,0.4762,Signal increases probability slightly.,1,6.92018279992044,404,19
82,prior_0.5_signals_10110,central_compact,5,central_compact_analyst,1874263830,0.5556,Signal increases probability by 0.0794,1,7.9592970999656245,436,25
82,prior_0.5_signals_10110,market,1,agent_5,1917392627,0.4286,Signal reduces probability due to reliability,1,5.614147200016305,314,20
82,prior_0.5_signals_10110,market,2,agent_1,944080550,0.5455,Signal updates prior with reliability,1,6.0285376000683755,347,19
82,prior_0.5_signals_10110,market,3,agent_2,1219666600,0.4615,Signal NO updates prior with reliability 0.6.,1,6.998376499977894,379,25
82,prior_0.5_signals_10110,market,4,agent_3,588177881,0.5625,Signal updates public probability with reliability,1,7.168216199963354,412,20
82,prior_0.5_signals_10110,market,5,agent_4,1874263830,0.6667,Signal updates prior with reliability,1,7.580022200010717,444,19
83,prior_0.7_signals_01001,central_compact,1,central_compact_analyst,626036552,0.63,Signal NO reduces probability by 10%.,1,5.64576380001381,305,22
83,prior_0.7_signals_01001,central_compact,2,central_compact_analyst,995315531,0.72,Signal increases probability from 0.63 to 0.72.,1,6.6501982000190765,334,28
83,prior_0.7_signals_01001,central_compact,3,central_compact_analyst,262614025,0.67,New signal slightly lowers probability,1,6.091421099961735,363,17
83,prior_0.7_signals_01001,central_compact,4,central_compact_analyst,1242841610,0.71,Signal increases probability slightly,1,6.439977500005625,391,16
83,prior_0.7_signals_01001,central_compact,5,central_compact_analyst,402583734,0.67,New signal slightly lowers probability,1,7.193190600024536,420,17
83,prior_0.7_signals_01001,market,1,agent_4,626036552,0.57,Signal reduces confidence in public probability.,1,5.390663200058043,313,19
83,prior_0.7_signals_01001,market,2,agent_5,995315531,0.69,Signal increases probability from 0.57 to 0.69.,1,6.733951100031845,342,28
83,prior_0.7_signals_01001,market,3,agent_1,262614025,0.62,Signal reduces confidence in NO,1,6.158699700026773,371,17
83,prior_0.7_signals_01001,market,4,agent_2,1242841610,0.67,Signal updates prior with reliability-adjusted evidence.,1,7.032192399958149,399,21
83,prior_0.7_signals_01001,market,5,agent_3,402583734,0.58,Signal weakens public probability,1,7.143333000014536,428,17
83,prior_0.7_signals_01001,central_full,1,central_full_analyst,626036552,0.56,Signal NO reduces probability from prior.,1,5.309742399957031,292,19
83,prior_0.7_signals_01001,central_full,2,central_full_analyst,995315531,0.66,Signals update prior with reliability weights,1,5.244258299935609,315,18
83,prior_0.7_signals_01001,central_full,3,central_full_analyst,262614025,0.62,Most signals lean NO but prior supports YES,1,5.792596100014634,335,20
83,prior_0.7_signals_01001,central_full,4,central_full_analyst,1242841610,0.67,Balances prior and mixed signal reliability,1,5.946303199976683,354,19
83,prior_0.7_signals_01001,central_full,5,central_full_analyst,402583734,0.62,Most signals lean NO but prior supports YES,1,6.368223799974658,374,20
84,prior_0.6_signals_11010,market,1,agent_5,1145880224,0.45,Signal reduces probability due to reliability,1,5.394208000041544,314,18
84,prior_0.6_signals_11010,market,2,agent_1,971054880,0.52,Signal updates prior with reliability,1,5.755866799969226,343,17
84,prior_0.6_signals_11010,market,3,agent_2,463606348,0.62,Signal updates prior with reliability,1,6.190531200030819,371,17
84,prior_0.6_signals_11010,market,4,agent_3,1867677794,0.56,Signal weakens public probability,1,6.640145499957725,400,17
84,prior_0.6_signals_11010,market,5,agent_4,1171627695,0.64,Signal updates prior with reliability-adjusted weight.,1,7.475107499980368,428,21
84,prior_0.6_signals_11010,central_full,1,central_full_analyst,1145880224,0.45,Signal NO reduces probability from prior.,1,5.354056400014088,293,19
84,prior_0.6_signals_11010,central_full,2,central_full_analyst,971054880,0.57,Combined signals adjust prior towards YES,1,5.3328332999954,316,18
84,prior_0.6_signals_11010,central_full,3,central_full_analyst,463606348,0.63,Prior adjusted with reliable signals,1,5.4860438000177965,335,17
84,prior_0.6_signals_11010,central_full,4,central_full_analyst,1867677794,0.58,Balanced signals with mixed reliability adjust prior towards 58%.,1,6.616323300055228,355,26
84,prior_0.6_signals_11010,central_full,5,central_full_analyst,1171627695,0.59,Signals balance with higher reliability agents leaning NO.,1,6.406108999974094,374,21
84,prior_0.6_signals_11010,central_compact,1,central_compact_analyst,1145880224,0.525,Signal reduces probability by 20%.,1,5.635233399923891,306,22
84,prior_0.6_signals_11010,central_compact,2,central_compact_analyst,971054880,0.565,Signal increases probability slightly,1,5.654248000006191,337,17
84,prior_0.6_signals_11010,central_compact,3,central_compact_analyst,463606348,0.615,Signal increases probability from 0.565 with reliability 0.6,1,7.22563659993466,367,29
84,prior_0.6_signals_11010,central_compact,4,central_compact_analyst,1867677794,0.562,New signal slightly lowers probability,1,6.7171840000664815,398,18
84,prior_0.6_signals_11010,central_compact,5,central_compact_analyst,1171627695,0.623,Signal increases probability due to reliability,1,7.346224799985066,428,19
85,prior_0.7_signals_00000,central_full,1,central_full_analyst,1293274692,0.4375,Prior 0.7 adjusted by NO signal with reliability 0.75.,1,6.38306989998091,293,31
85,prior_0.7_signals_00000,central_full,2,central_full_analyst,80409887,0.57,Prior and signals suggest moderate likelihood,1,5.27978720003739,318,18
85,prior_0.7_signals_00000,central_full,3,central_full_analyst,1525613304,0.44,Multiple NO signals lower probability,1,5.462784300092608,335,17
85,prior_0.7_signals_00000,central_full,4,central_full_analyst,1137648322,0.28,Multiple NO signals lower probability,1,5.795877399970777,355,17
85,prior_0.7_signals_00000,central_full,5,central_full_analyst,1012279732,0.22,All signals indicate NO with varying reliability.,1,6.349590300000273,374,20
85,prior_0.7_signals_00000,central_compact,1,central_compact_analyst,1293274692,0.625,Signal reduces probability by 12.5%.,1,5.801173400017433,306,24
85,prior_0.7_signals_00000,central_compact,2,central_compact_analyst,80409887,0.577,Signal reduces probability from prior,1,5.756793000036851,337,18
85,prior_0.7_signals_00000,central_compact,3,central_compact_analyst,1525613304,0.526,New signal slightly lowers probability,1,6.271407300024293,367,18
85,prior_0.7_signals_00000,central_compact,4,central_compact_analyst,1137648322,0.512,Signal NO updates probability,1,6.6509074999485165,398,17
85,prior_0.7_signals_00000,central_compact,5,central_compact_analyst,1012279732,0.488,Signal NO with reliability 0.7 updates probability.,1,7.845867599942721,428,24
85,prior_0.7_signals_00000,market,1,agent_5,1293274692,0.56,Signal reduces confidence in public probability.,1,5.7546739999670535,314,19
85,prior_0.7_signals_00000,market,2,agent_1,80409887,0.47,Signal weakens public probability,1,5.767023199936375,343,17
85,prior_0.7_signals_00000,market,3,agent_2,1525613304,0.36,Signal NO updates prior with reliability 0.6,1,6.811383499996737,371,22
85,prior_0.7_signals_00000,market,4,agent_3,1137648322,0.28,Signal weakens prior evidence.,1,6.738206400070339,400,18
85,prior_0.7_signals_00000,market,5,agent_4,1012279732,0.21,Signal NO updates probability downward.,1,7.231749699916691,428,18
86,prior_0.5_signals_01010,central_compact,1,central_compact_analyst,247916351,0.46,Signal NO reduces probability,1,5.14245399995707,306,16
86,prior_0.5_signals_01010,central_compact,2,central_compact_analyst,1042504264,0.55,Signal increases probability from 0.46 to 0.55.,1,6.6319589000195265,334,28
86,prior_0.5_signals_01010,central_compact,3,central_compact_analyst,774619732,0.51,Signal NO updates probability,1,6.026267600012943,363,16
86,prior_0.5_signals_01010,central_compact,4,central_compact_analyst,863519202,0.51,Signal slightly lowers NO probability.,1,6.619898400036618,392,18
86,prior_0.5_signals_01010,central_compact,5,central_compact_analyst,1865837912,0.55,Signal increases probability due to reliability,1,6.883299199980684,420,18
86,prior_0.5_signals_01010,market,1,agent_3,247916351,0.43,Signal reduces probability due to reliability,1,5.305265199975111,314,18
86,prior_0.5_signals_01010,market,2,agent_4,1042504264,0.58,Signal increases probability from 0.43 to 0.58.,1,6.7756498999660835,342,28
86,prior_0.5_signals_01010,market,3,agent_5,774619732,0.47,Signal NO updates prior with reliability,1,6.296313100028783,371,18
86,prior_0.5_signals_01010,market,4,agent_1,863519202,0.41,Signal weakens public probability,1,6.638513599988073,400,17
86,prior_0.5_signals_01010,market,5,agent_2,1865837912,0.53,Signal increases probability from 0.41 to 0.53.,1,8.111777700018138,428,28
86,prior_0.5_signals_01010,central_full,1,central_full_analyst,247916351,0.44,Signal NO reduces probability from prior.,1,5.367238999926485,293,19
86,prior_0.5_signals_01010,central_full,2,central_full_analyst,1042504264,0.57,Signals update prior with reliability weights,1,5.265804699971341,315,18
86,prior_0.5_signals_01010,central_full,3,central_full_analyst,774619732,0.48,Signals suggest mixed confidence with more NO signals,1,5.744334299932234,335,20
86,prior_0.5_signals_01010,central_full,4,central_full_analyst,863519202,0.44,Most signals lean NO with mixed reliability.,1,6.042271999991499,355,20
86,prior_0.5_signals_01010,central_full,5,central_full_analyst,1865837912,0.48,Signals balance with higher reliability agents leaning NO.,1,6.442621299996972,374,21
87,prior_0.5_signals_10011,market,1,agent_2,1260593422,0.43,Signal weakens public probability,1,5.211097200051881,313,17
87,prior_0.5_signals_10011,market,2,agent_3,33203467,0.32,Signal weakens public probability,1,5.750413400004618,342,17
87,prior_0.5_signals_10011,market,3,agent_4,892827336,0.46,Signal updates prior with reliability,1,6.173600799986161,370,17
87,prior_0.5_signals_10011,market,4,agent_5,969027335,0.58,Signal increases probability from 0.46 to 0.58.,1,7.613041699980386,399,28
87,prior_0.5_signals_10011,market,5,agent_1,1204128574,0.63,Signal increases probability by 0.08,1,7.510213200002909,428,21
87,prior_0.5_signals_10011,central_full,1,central_full_analyst,1260593422,0.44,Signal NO reduces probability from prior.,1,5.352938800002448,292,19
87,prior_0.5_signals_10011,central_full,2,central_full_analyst,33203467,0.34,Two NO signals with moderate reliability lower the probability,1,5.564273500000127,315,21
87,prior_0.5_signals_10011,central_full,3,central_full_analyst,892827336,0.48,Signals update prior with NO and YES evidence.,1,5.816422500065528,334,21
87,prior_0.5_signals_10011,central_full,4,central_full_analyst,969027335,0.57,Signals balance with higher reliability supporting YES.,1,6.034599900012836,354,20
87,prior_0.5_signals_10011,central_full,5,central_full_analyst,1204128574,0.63,More reliable signals lean toward YES.,1,6.251555599970743,374,19
87,prior_0.5_signals_10011,central_compact,1,central_compact_analyst,1260593422,0.444,Signal NO reduces probability,1,5.197774300002493,305,17
87,prior_0.5_signals_10011,central_compact,2,central_compact_analyst,33203467,0.385,Signal NO updates prior with reliability 0.65,1,6.322130399988964,336,24
87,prior_0.5_signals_10011,central_compact,3,central_compact_analyst,892827336,0.462,Signal increases probability from 0.385 with reliability 0.7,1,7.229981699958444,366,29
87,prior_0.5_signals_10011,central_compact,4,central_compact_analyst,969027335,0.563,Signal increases probability by 0.101,1,7.164671199978329,397,23
87,prior_0.5_signals_10011,central_compact,5,central_compact_analyst,1204128574,0.563,Signal reliability adjusts prior,1,7.192755600088276,428,17
88,prior_0.4_signals_00110,central_full,1,central_full_analyst,1554460865,0.52,Signal increases probability from prior.,1,5.29899490007665,293,18
88,prior_0.4_signals_00110,central_full,2,central_full_analyst,1294856192,0.62,Two reliable signals support YES.,1,5.296395800076425,315,18
88,prior_0.4_signals_00110,central_full,3,central_full_analyst,735410629,0.54,Signals update prior with mixed reliability,1,5.599135500029661,335,18
88,prior_0.4_signals_00110,central_full,4,central_full_analyst,187366927,0.51,Signals balance with higher reliability NO and YES signals.,1,6.275646700058132,355,22
88,prior_0.4_signals_00110,central_full,5,central_full_analyst,2130156803,0.47,Most signals lean NO with mixed reliability.,1,6.381664299988188,374,20
88,prior_0.4_signals_00110,central_compact,1,central_compact_analyst,1554460865,0.52,Signal increases probability by 12%.,1,5.5626787999644876,306,21
88,prior_0.4_signals_00110,central_compact,2,central_compact_analyst,1294856192,0.58,Signal increases probability from 0.52 to 0.58.,1,6.747633400023915,334,28
88,prior_0.4_signals_00110,central_compact,3,central_compact_analyst,735410629,0.54,New signal slightly lowers probability,1,6.117297800024971,363,17
88,prior_0.4_signals_00110,central_compact,4,central_compact_analyst,187366927,0.51,New signal slightly lowers probability,1,6.535588899976574,392,17
88,prior_0.4_signals_00110,central_compact,5,central_compact_analyst,2130156803,0.49,Signal NO updates probability down,1,6.982973200036213,420,17
88,prior_0.4_signals_00110,market,1,agent_3,1554460865,0.55,Signal increases probability by 0.15,1,5.548143199994229,314,21
88,prior_0.4_signals_00110,market,2,agent_4,1294856192,0.66,Signal updates prior with reliability,1,5.758128800080158,342,17
88,prior_0.4_signals_00110,market,3,agent_5,735410629,0.57,Signal updates prior with reliability,1,6.172928299987689,371,17
88,prior_0.4_signals_00110,market,4,agent_1,187366927,0.52,Signal weakens public probability,1,6.647965400014073,400,17
88,prior_0.4_signals_00110,market,5,agent_2,2130156803,0.48,Signal NO with reliability 0.6 updates prior to 0.48.,1,8.347981599974446,428,29
89,prior_0.7_signals_11011,central_compact,1,central_compact_analyst,585623480,0.76,Signal increases probability by 6%.,1,5.432648699963465,305,20
89,prior_0.7_signals_11011,central_compact,2,central_compact_analyst,2092144297,0.69,Signal NO updates probability from 0.76 with reliability 0.65.,1,6.793296999996528,334,30
89,prior_0.7_signals_11011,central_compact,3,central_compact_analyst,1940966477,0.74,Signal increases probability from 0.69 with reliability 0.7,1,7.008387299953029,362,27
89,prior_0.7_signals_11011,central_compact,4,central_compact_analyst,857385556,0.76,Signal increases probability slightly,1,6.431917899986729,391,16
89,prior_0.7_signals_11011,central_compact,5,central_compact_analyst,1480418313,0.76,Signal reliability adjusts prior slightly.,1,7.096698099980131,420,18
89,prior_0.7_signals_11011,market,1,agent_2,585623480,0.76,Signal slightly increases probability,1,5.092846199986525,313,16
89,prior_0.7_signals_11011,market,2,agent_3,2092144297,0.62,Signal reduces confidence in YES,1,5.735505899996497,342,17
89,prior_0.7_signals_11011,market,3,agent_4,1940966477,0.68,Signal updates prior with reliability,1,6.194827299914323,370,17
89,prior_0.7_signals_11011,market,4,agent_5,857385556,0.74,Signal updates prior with reliability,1,6.635588200064376,399,17
89,prior_0.7_signals_11011,market,5,agent_1,1480418313,0.71,Signal slightly lowers confidence,1,7.00983949995134,428,16
89,prior_0.7_signals_11011,central_full,1,central_full_analyst,585623480,0.76,Signal increases probability from prior,1,5.122005500015803,292,17
89,prior_0.7_signals_11011,central_full,2,central_full_analyst,2092144297,0.62,Balances conflicting signals with prior,1,5.264971299911849,315,18
89,prior_0.7_signals_11011,central_full,3,central_full_analyst,1940966477,0.67,Balances prior with mixed signal reliability,1,5.61904829996638,334,19
89,prior_0.7_signals_11011,central_full,4,central_full_analyst,857385556,0.73,Multiple signals support YES with varying reliability.,1,6.457307300064713,354,20
89,prior_0.7_signals_11011,central_full,5,central_full_analyst,1480418313,0.76,Most signals lean YES with varying reliability.,1,6.3510666999500245,374,20
90,prior_0.7_signals_01010,market,1,agent_5,1393858485,0.56,Signal reduces confidence in public probability.,1,5.386612800066359,314,19
90,prior_0.7_signals_01010,market,2,agent_1,1465783375,0.47,Signal weakens public probability,1,5.754366799956188,343,17
90,prior_0.7_signals_01010,market,3,agent_2,628858502,0.55,Signal updates prior with reliability,1,6.171329900040291,371,17
90,prior_0.7_signals_01010,market,4,agent_3,2073411717,0.51,Signal weakens public probability,1,6.678907900000922,400,17
90,prior_0.7_signals_01010,market,5,agent_4,994245675,0.62,Signal updates public probability with reliability,1,7.1941841000225395,428,18
90,prior_0.7_signals_01010,central_full,1,central_full_analyst,1393858485,0.4375,Prior 0.7 adjusted by NO signal with reliability 0.75.,1,6.393023499986157,293,31
90,prior_0.7_signals_01010,central_full,2,central_full_analyst,1465783375,0.57,Prior and signals suggest moderate likelihood,1,5.297688200022094,318,18
90,prior_0.7_signals_01010,central_full,3,central_full_analyst,628858502,0.63,Prior and signals favor YES.,1,5.569656100007705,335,18
90,prior_0.7_signals_01010,central_full,4,central_full_analyst,2073411717,0.57,Most signals lean NO but some YES signals exist.,1,6.270478699938394,355,22
90,prior_0.7_signals_01010,central_full,5,central_full_analyst,994245675,0.62,Most signals lean NO but some YES signals have higher reliability.,1,6.7011248000198975,374,24
90,prior_0.7_signals_01010,central_compact,1,central_compact_analyst,1393858485,0.625,Signal reduces probability by 12.5%.,1,5.789291900000535,306,24
90,prior_0.7_signals_01010,central_compact,2,central_compact_analyst,1465783375,0.577,Signal reduces probability due to low reliability.,1,6.050724099972285,337,21
90,prior_0.7_signals_01010,central_compact,3,central_compact_analyst,628858502,0.615,Signal increases probability from 0.577 with reliability 0.6,1,7.2549979001050815,367,29
90,prior_0.7_signals_01010,central_compact,4,central_compact_analyst,2073411717,0.568,New signal slightly lowers probability,1,6.7544669000199065,398,18
90,prior_0.7_signals_01010,central_compact,5,central_compact_analyst,994245675,0.622,Signal increases probability by 0.054,1,7.706322900019586,428,23
91,prior_0.6_signals_10001,central_full,1,central_full_analyst,882908510,0.65,Signal slightly increases probability,1,5.0454872000264,293,16
91,prior_0.6_signals_10001,central_full,2,central_full_analyst,950069900,0.54,Balances conflicting signals with reliability weights,1,5.402517500100657,315,19
91,prior_0.6_signals_10001,central_full,3,central_full_analyst,1724458056,0.48,Most signals indicate NO with higher reliability.,1,5.79015390004497,335,20
91,prior_0.6_signals_10001,central_full,4,central_full_analyst,845862793,0.46,Multiple signals favor NO with varying reliability.,1,6.106644199928269,354,20
91,prior_0.6_signals_10001,central_full,5,central_full_analyst,2083752240,0.54,Most signals lean NO but prior supports YES,1,6.348000600002706,374,20
91,prior_0.6_signals_10001,central_compact,1,central_compact_analyst,882908510,0.62,Signal slightly increases probability,1,5.144137599971145,306,16
91,prior_0.6_signals_10001,central_compact,2,central_compact_analyst,950069900,0.56,Signal NO updates prior with reliability 0.6,1,6.105948299984448,334,22
91,prior_0.6_signals_10001,central_compact,3,central_compact_analyst,1724458056,0.52,New signal slightly lowers probability,1,6.073630300001241,363,17
91,prior_0.6_signals_10001,central_compact,4,central_compact_analyst,845862793,0.48,New signal reduces probability,1,6.450102399918251,391,16
91,prior_0.6_signals_10001,central_compact,5,central_compact_analyst,2083752240,0.61,Signal increases probability from 0.48 to 0.61.,1,7.974022199981846,420,28
91,prior_0.6_signals_10001,market,1,agent_1,882908510,0.65,Signal slightly increases probability,1,5.159998100018129,314,16
91,prior_0.6_signals_10001,market,2,agent_2,950069900,0.54,Signal weakens public probability,1,5.804919599904679,342,17
91,prior_0.6_signals_10001,market,3,agent_3,1724458056,0.46,Signal suggests lower probability,1,6.0565977999940515,371,16
91,prior_0.6_signals_10001,market,4,agent_4,845862793,0.37,Signal NO updates prior with reliability 0.7.,1,7.180852099903859,399,23
91,prior_0.6_signals_10001,market,5,agent_5,2083752240,0.52,Signal updates prior with reliability,1,7.139517200062983,428,17
92,prior_0.6_signals_01000,central_compact,1,central_compact_analyst,1329591822,0.69,Signal increases probability by 0.09.,1,5.672044000006281,305,22
92,prior_0.6_signals_01000,central_compact,2,central_compact_analyst,233399764,0.63,New signal slightly lowers probability,1,5.632756599923596,334,17
92,prior_0.6_signals_01000,central_compact,3,central_compact_analyst,1731490177,0.57,Signal NO updates probability from 0.63 with reliability 0.7.,1,7.18301039992366,362,29
92,prior_0.6_signals_01000,central_compact,4,central_compact_analyst,640596423,0.52,Signal NO reduces probability,1,6.438561400049366,391,16
92,prior_0.6_signals_01000,central_compact,5,central_compact_analyst,1686222649,0.47,New signal slightly lowers probability,1,7.0207839999347925,420,17
92,prior_0.6_signals_01000,market,1,agent_2,1329591822,0.72,Signal updates prior with reliability,1,5.159596199984662,313,17
92,prior_0.6_signals_01000,market,2,agent_3,233399764,0.58,Signal reduces confidence in public probability.,1,5.934172300039791,342,19
92,prior_0.6_signals_01000,market,3,agent_4,1731490177,0.48,Signal NO updates prior with reliability 0.7,1,6.72291829995811,370,22
92,prior_0.6_signals_01000,market,4,agent_5,640596423,0.36,Signal NO updates probability downward,1,6.6526508999522775,399,17
92,prior_0.6_signals_01000,market,5,agent_1,1686222649,0.27,Signal weakens public probability,1,7.12688429991249,428,17
92,prior_0.6_signals_01000,central_full,1,central_full_analyst,1329591822,0.72,Signal increases probability from prior,1,5.114843500079587,292,17
92,prior_0.6_signals_01000,central_full,2,central_full_analyst,233399764,0.58,Balances conflicting signals with moderate reliability.,1,5.442310000071302,315,20
92,prior_0.6_signals_01000,central_full,3,central_full_analyst,1731490177,0.46,Signals suggest moderate NO bias,1,5.465624600066803,334,17
92,prior_0.6_signals_01000,central_full,4,central_full_analyst,640596423,0.34,Multiple signals favor NO with varying reliability.,1,6.049496699939482,354,20
92,prior_0.6_signals_01000,central_full,5,central_full_analyst,1686222649,0.42,"Most signals lean NO, but prior suggests YES.",1,6.558818100020289,374,22
93,prior_0.6_signals_01100,market,1,agent_1,2127080334,0.51,Signal slightly favors NO over YES.,1,5.376650799997151,314,19
93,prior_0.6_signals_01100,market,2,agent_2,724704364,0.63,Signal updates prior with reliability,1,5.781572500010952,342,17
93,prior_0.6_signals_01100,market,3,agent_3,258771842,0.72,Signal updates public probability with reliability,1,6.290337699931115,371,18
93,prior_0.6_signals_01100,market,4,agent_4,844336477,0.66,Signal NO updates prior with reliability 0.7,1,7.090942000038922,399,22
93,prior_0.6_signals_01100,market,5,agent_5,128122985,0.57,Signal NO updates prior with reliability 0.75,1,7.685346000012942,428,23
93,prior_0.6_signals_01100,central_full,1,central_full_analyst,2127080334,0.52,Signal NO reduces probability,1,5.0701042000437155,293,16
93,prior_0.6_signals_01100,central_full,2,central_full_analyst,724704364,0.57,Balances prior with conflicting signals,1,5.289426099974662,315,18
93,prior_0.6_signals_01100,central_full,3,central_full_analyst,258771842,0.64,More reliable signals support YES.,1,5.565335199935362,335,18
93,prior_0.6_signals_01100,central_full,4,central_full_analyst,844336477,0.62,Balanced signals with mixed reliability adjust prior toward 62%.,1,6.5823553000809625,354,26
93,prior_0.6_signals_01100,central_full,5,central_full_analyst,128122985,0.54,More NO signals outweigh YES signals.,1,6.251205899985507,374,19
93,prior_0.6_signals_01100,central_compact,1,central_compact_analyst,2127080334,0.52,Signal reduces probability by 8%.,1,5.512107399990782,306,20
93,prior_0.6_signals_01100,central_compact,2,central_compact_analyst,724704364,0.57,Signal increases probability slightly,1,5.568015499971807,334,16
93,prior_0.6_signals_01100,central_compact,3,central_compact_analyst,258771842,0.62,Signal increases probability from 0.57 to 0.62.,1,7.044715999974869,363,28
93,prior_0.6_signals_01100,central_compact,4,central_compact_analyst,844336477,0.56,New signal reduces probability,1,6.456658500013873,391,16
93,prior_0.6_signals_01100,central_compact,5,central_compact_analyst,128122985,0.52,New signal NO with reliability 0.75 reduces probability,1,7.645541099947877,420,24
94,prior_0.5_signals_10101,central_full,1,central_full_analyst,1482070027,0.4286,Signal NO with reliability 0.7 reduces probability from 0.5.,1,6.264564499957487,292,30
94,prior_0.5_signals_10101,central_full,2,central_full_analyst,68348472,0.6154,Signals update prior with reliability weights,1,5.438637600047514,317,20
